Material,Object,Altitude (km),Mass (kg)
drama-AA7075,L-SSPA2,61.123,0.034
drama-AA7075,L-SSPA2,61.095,0.034
drama-AA7075,L-SSPA2,61.062,0.034
drama-AA7075,L-SSPA2,61.033,0.034
drama-AA7075,L-SSPA2,61.029,0.034
drama-AA7075,L-SSPA2,61.026,0.034
drama-AA7075,L-SSPA2,61.021,0.034
drama-AA7075,L-SSPA2,61.015,0.034
drama-AA7075,L-SSPA2,60.989,0.034
drama-AA7075,L-SSPA2,60.87,0.034
drama-AA7075,L-SSPA2,60.716,0.034
drama-AA7075,L-SSPA2,60.557,0.034
drama-AA7075,L-SSPA2,60.391,0.034
drama-AA7075,L-SSPA2,60.22,0.034
drama-AA7075,L-SSPA2,60.043,0.034
drama-AA7075,L-SSPA2,59.861,0.034
drama-AA7075,L-SSPA2,59.674,0.034
drama-AA7075,L-SSPA2,59.482,0.034
drama-AA7075,L-SSPA2,59.285,0.034
drama-AA7075,L-SSPA2,59.084,0.034
drama-AA7075,L-SSPA2,58.879,0.034
drama-AA7075,L-SSPA2,58.669,0.034
drama-AA7075,L-SSPA2,58.456,0.034
drama-AA7075,L-SSPA2,58.24,0.034
drama-AA7075,L-SSPA2,58.02,0.034
drama-AA7075,L-SSPA2,57.797,0.034
drama-AA7075,L-SSPA2,57.571,0.034
drama-AA7075,L-SSPA2,57.343,0.034
drama-AA7075,L-SSPA2,57.112,0.034
drama-AA7075,L-SSPA2,56.879,0.034
drama-AA7075,L-SSPA2,56.645,0.034
drama-AA7075,L-SSPA2,56.408,0.034
drama-AA7075,L-SSPA2,56.171,0.034
drama-AA7075,L-SSPA2,55.932,0.034
drama-AA7075,L-SSPA2,55.692,0.034
drama-AA7075,L-SSPA2,55.451,0.034
drama-AA7075,L-SSPA2,55.21,0.034
drama-AA7075,L-SSPA2,54.969,0.034
drama-AA7075,L-SSPA2,54.727,0.034
drama-AA7075,L-SSPA2,54.486,0.034
drama-AA7075,L-SSPA2,54.245,0.034
drama-AA7075,L-SSPA2,54.005,0.034
drama-AA7075,L-SSPA2,53.765,0.034
drama-AA7075,L-SSPA2,53.526,0.034
drama-AA7075,L-SSPA2,53.288,0.034
drama-AA7075,L-SSPA2,53.051,0.034
drama-AA7075,L-SSPA2,52.815,0.034
drama-AA7075,L-SSPA2,52.581,0.034
drama-AA7075,L-SSPA2,52.348,0.034
drama-AA7075,L-SSPA2,52.116,0.034
drama-AA7075,L-SSPA2,51.887,0.034
drama-AA7075,L-SSPA2,51.659,0.034
drama-AA7075,L-SSPA2,51.433,0.034
drama-AA7075,L-SSPA2,51.209,0.034
drama-AA7075,L-SSPA2,50.987,0.034
drama-AA7075,L-SSPA2,50.767,0.034
drama-AA7075,L-SSPA2,50.549,0.034
drama-AA7075,L-SSPA2,50.333,0.034
drama-AA7075,L-SSPA2,50.12,0.034
drama-AA7075,L-SSPA2,49.909,0.034
drama-AA7075,L-SSPA2,49.7,0.034
drama-AA7075,L-SSPA2,49.493,0.034
drama-AA7075,L-SSPA2,49.289,0.034
drama-AA7075,L-SSPA2,49.087,0.034
drama-AA7075,L-SSPA2,48.888,0.034
drama-AA7075,L-SSPA2,48.69,0.034
drama-AA7075,L-SSPA2,48.496,0.034
drama-AA7075,L-SSPA2,48.303,0.034
drama-AA7075,L-SSPA2,48.113,0.034
drama-AA7075,L-SSPA2,47.925,0.034
drama-AA7075,L-SSPA2,47.739,0.034
drama-AA7075,L-SSPA2,47.556,0.034
drama-AA7075,L-SSPA2,47.375,0.034
drama-AA7075,L-SSPA2,47.196,0.034
drama-AA7075,L-SSPA2,47.019,0.034
drama-AA7075,L-SSPA2,46.845,0.034
drama-AA7075,L-SSPA2,46.672,0.034
drama-AA7075,L-SSPA2,46.502,0.034
drama-AA7075,L-SSPA2,46.334,0.034
drama-AA7075,L-SSPA2,46.167,0.034
drama-AA7075,L-SSPA2,46.003,0.034
drama-AA7075,L-SSPA2,45.841,0.034
drama-AA7075,L-SSPA2,45.681,0.034
drama-AA7075,L-SSPA2,45.523,0.034
drama-AA7075,L-SSPA2,45.366,0.034
drama-AA7075,L-SSPA2,45.212,0.034
drama-AA7075,L-SSPA2,45.06,0.034
drama-AA7075,L-SSPA2,44.909,0.034
drama-AA7075,L-SSPA2,44.76,0.034
drama-AA7075,L-SSPA2,44.612,0.034
drama-AA7075,L-SSPA2,44.467,0.034
drama-AA7075,L-SSPA2,44.323,0.034
drama-AA7075,L-SSPA2,44.181,0.034
drama-AA7075,L-SSPA2,44.04,0.034
drama-AA7075,L-SSPA2,43.901,0.034
drama-AA7075,L-SSPA2,43.763,0.034
drama-AA7075,L-SSPA2,43.627,0.034
drama-AA7075,L-SSPA2,43.493,0.034
drama-AA7075,L-SSPA2,43.359,0.034
drama-AA7075,L-SSPA2,43.228,0.034
drama-AA7075,L-SSPA2,43.097,0.034
drama-AA7075,L-SSPA2,42.968,0.034
drama-AA7075,L-SSPA2,42.84,0.034
drama-AA7075,L-SSPA2,42.714,0.034
drama-AA7075,L-SSPA2,42.589,0.034
drama-AA7075,L-SSPA2,42.465,0.034
drama-AA7075,L-SSPA2,42.342,0.034
drama-AA7075,L-SSPA2,42.221,0.034
drama-AA7075,L-SSPA2,42.1,0.034
drama-AA7075,L-SSPA2,41.981,0.034
drama-AA7075,L-SSPA2,41.863,0.034
drama-AA7075,L-SSPA2,41.746,0.034
drama-AA7075,L-SSPA2,41.63,0.034
drama-AA7075,L-SSPA2,41.515,0.034
drama-AA7075,L-SSPA2,41.401,0.034
drama-AA7075,L-SSPA2,41.288,0.034
drama-AA7075,L-SSPA2,41.176,0.034
drama-AA7075,L-SSPA2,41.065,0.034
drama-AA7075,L-SSPA2,40.955,0.034
drama-AA7075,L-SSPA2,40.846,0.034
drama-AA7075,L-SSPA2,40.738,0.034
drama-AA7075,L-SSPA2,40.631,0.034
drama-AA7075,L-SSPA2,40.525,0.034
drama-AA7075,L-SSPA2,40.42,0.034
drama-AA7075,L-SSPA2,40.315,0.034
drama-AA7075,L-SSPA2,40.212,0.034
drama-AA7075,L-SSPA2,40.109,0.034
drama-AA7075,L-SSPA2,40.007,0.034
drama-AA7075,L-SSPA2,39.906,0.034
drama-AA7075,L-SSPA2,39.805,0.034
drama-AA7075,L-SSPA2,39.706,0.034
drama-AA7075,L-SSPA2,39.607,0.034
drama-AA7075,L-SSPA2,39.509,0.034
drama-AA7075,L-SSPA2,39.411,0.034
drama-AA7075,L-SSPA2,39.315,0.034
drama-AA7075,L-SSPA2,39.219,0.034
drama-AA7075,L-SSPA2,39.124,0.034
drama-AA7075,L-SSPA2,39.029,0.034
drama-AA7075,L-SSPA2,38.936,0.034
drama-AA7075,L-SSPA2,38.843,0.034
drama-AA7075,L-SSPA2,38.75,0.034
drama-AA7075,L-SSPA2,38.659,0.034
drama-AA7075,L-SSPA2,38.568,0.034
drama-AA7075,L-SSPA2,38.477,0.034
drama-AA7075,L-SSPA2,38.387,0.034
drama-AA7075,L-SSPA2,38.298,0.034
drama-AA7075,L-SSPA2,38.21,0.034
drama-AA7075,L-SSPA2,38.122,0.034
drama-AA7075,L-SSPA2,38.034,0.034
drama-AA7075,L-SSPA2,37.948,0.034
drama-AA7075,L-SSPA2,37.862,0.034
drama-AA7075,L-SSPA2,37.776,0.034
drama-AA7075,L-SSPA2,37.691,0.034
drama-AA7075,L-SSPA2,37.607,0.034
drama-AA7075,L-SSPA2,37.523,0.034
drama-AA7075,L-SSPA2,37.439,0.034
drama-AA7075,L-SSPA2,37.357,0.034
drama-AA7075,L-SSPA2,37.274,0.034
drama-AA7075,L-SSPA2,37.193,0.034
drama-AA7075,L-SSPA2,37.112,0.034
drama-AA7075,L-SSPA2,37.031,0.034
drama-AA7075,L-SSPA2,36.951,0.034
drama-AA7075,L-SSPA2,36.871,0.034
drama-AA7075,L-SSPA2,36.792,0.034
drama-AA7075,L-SSPA2,36.713,0.034
drama-AA7075,L-SSPA2,36.635,0.034
drama-AA7075,L-SSPA2,36.557,0.034
drama-AA7075,L-SSPA2,36.48,0.034
drama-AA7075,L-SSPA2,36.403,0.034
drama-AA7075,L-SSPA2,36.327,0.034
drama-AA7075,L-SSPA2,36.251,0.034
drama-AA7075,L-SSPA2,36.176,0.034
drama-AA7075,L-SSPA2,36.101,0.034
drama-AA7075,L-SSPA2,36.026,0.034
drama-AA7075,L-SSPA2,35.952,0.034
drama-AA7075,L-SSPA2,35.879,0.034
drama-AA7075,L-SSPA2,35.806,0.034
drama-AA7075,L-SSPA2,35.733,0.034
drama-AA7075,L-SSPA2,35.66,0.034
drama-AA7075,L-SSPA2,35.588,0.034
drama-AA7075,L-SSPA2,35.517,0.034
drama-AA7075,L-SSPA2,35.446,0.034
drama-AA7075,L-SSPA2,35.375,0.034
drama-AA7075,L-SSPA2,35.305,0.034
drama-AA7075,L-SSPA2,35.235,0.034
drama-AA7075,L-SSPA2,35.165,0.034
drama-AA7075,L-SSPA2,35.096,0.034
drama-AA7075,L-SSPA2,35.027,0.034
drama-AA7075,L-SSPA2,34.959,0.034
drama-AA7075,L-SSPA2,34.891,0.034
drama-AA7075,L-SSPA2,34.823,0.034
drama-AA7075,L-SSPA2,34.756,0.034
drama-AA7075,L-SSPA2,34.689,0.034
drama-AA7075,L-SSPA2,34.622,0.034
drama-AA7075,L-SSPA2,34.556,0.034
drama-AA7075,L-SSPA2,34.49,0.034
drama-AA7075,L-SSPA2,34.424,0.034
drama-AA7075,L-SSPA2,34.359,0.034
drama-AA7075,L-SSPA2,34.294,0.034
drama-AA7075,L-SSPA2,34.229,0.034
drama-AA7075,L-SSPA2,34.165,0.034
drama-AA7075,L-SSPA2,34.101,0.034
drama-AA7075,L-SSPA2,34.038,0.034
drama-AA7075,L-SSPA2,33.974,0.034
drama-AA7075,L-SSPA2,33.912,0.034
drama-AA7075,L-SSPA2,33.849,0.034
drama-AA7075,L-SSPA2,33.787,0.034
drama-AA7075,L-SSPA2,33.725,0.034
drama-AA7075,L-SSPA2,33.663,0.034
drama-AA7075,L-SSPA2,33.601,0.034
drama-AA7075,L-SSPA2,33.54,0.034
drama-AA7075,L-SSPA2,33.48,0.034
drama-AA7075,L-SSPA2,33.419,0.034
drama-AA7075,L-SSPA2,33.359,0.034
drama-AA7075,L-SSPA2,33.299,0.034
drama-AA7075,L-SSPA2,33.239,0.034
drama-AA7075,L-SSPA2,33.18,0.034
drama-AA7075,L-SSPA2,33.121,0.034
drama-AA7075,L-SSPA2,33.062,0.034
drama-AA7075,L-SSPA2,33.004,0.034
drama-AA7075,L-SSPA2,32.945,0.034
drama-AA7075,L-SSPA2,32.887,0.034
drama-AA7075,L-SSPA2,32.83,0.034
drama-AA7075,L-SSPA2,32.772,0.034
drama-AA7075,L-SSPA2,32.715,0.034
drama-AA7075,L-SSPA2,32.658,0.034
drama-AA7075,L-SSPA2,32.602,0.034
drama-AA7075,L-SSPA2,32.545,0.034
drama-AA7075,L-SSPA2,32.489,0.034
drama-AA7075,L-SSPA2,32.433,0.034
drama-AA7075,L-SSPA2,32.378,0.034
drama-AA7075,L-SSPA2,32.322,0.034
drama-AA7075,L-SSPA2,32.267,0.034
drama-AA7075,L-SSPA2,32.212,0.034
drama-AA7075,L-SSPA2,32.158,0.034
drama-AA7075,L-SSPA2,32.103,0.034
drama-AA7075,L-SSPA2,32.049,0.034
drama-AA7075,L-SSPA2,31.995,0.034
drama-AA7075,L-SSPA2,31.941,0.034
drama-AA7075,L-SSPA2,31.888,0.034
drama-AA7075,L-SSPA2,31.835,0.034
drama-AA7075,L-SSPA2,31.782,0.034
drama-AA7075,L-SSPA2,31.729,0.034
drama-AA7075,L-SSPA2,31.676,0.034
drama-AA7075,L-SSPA2,31.624,0.034
drama-AA7075,L-SSPA2,31.572,0.034
drama-AA7075,L-SSPA2,31.52,0.034
drama-AA7075,L-SSPA2,31.468,0.034
drama-AA7075,L-SSPA2,31.416,0.034
drama-AA7075,L-SSPA2,31.365,0.034
drama-AA7075,L-SSPA2,31.314,0.034
drama-AA7075,L-SSPA2,31.263,0.034
drama-AA7075,L-SSPA2,31.212,0.034
drama-AA7075,L-SSPA2,31.162,0.034
drama-AA7075,L-SSPA2,31.111,0.034
drama-AA7075,L-SSPA2,31.061,0.034
drama-AA7075,L-SSPA2,31.011,0.034
drama-AA7075,L-SSPA2,30.961,0.034
drama-AA7075,L-SSPA2,30.912,0.034
drama-AA7075,L-SSPA2,30.862,0.034
drama-AA7075,L-SSPA2,30.813,0.034
drama-AA7075,L-SSPA2,30.764,0.034
drama-AA7075,L-SSPA2,30.715,0.034
drama-AA7075,L-SSPA2,30.667,0.034
drama-AA7075,L-SSPA2,30.618,0.034
drama-AA7075,L-SSPA2,30.57,0.034
drama-AA7075,L-SSPA2,30.522,0.034
drama-AA7075,L-SSPA2,30.474,0.034
drama-AA7075,L-SSPA2,30.426,0.034
drama-AA7075,L-SSPA2,30.378,0.034
drama-AA7075,L-SSPA2,30.331,0.034
drama-AA7075,L-SSPA2,30.284,0.034
drama-AA7075,L-SSPA2,30.237,0.034
drama-AA7075,L-SSPA2,30.19,0.034
drama-AA7075,L-SSPA2,30.143,0.034
drama-AA7075,L-SSPA2,30.096,0.034
drama-AA7075,L-SSPA2,30.05,0.034
drama-AA7075,L-SSPA2,30.004,0.034
drama-AA7075,L-SSPA2,29.958,0.034
drama-AA7075,L-SSPA2,29.912,0.034
drama-AA7075,L-SSPA2,29.866,0.034
drama-AA7075,L-SSPA2,29.821,0.034
drama-AA7075,L-SSPA2,29.775,0.034
drama-AA7075,L-SSPA2,29.73,0.034
drama-AA7075,L-SSPA2,29.685,0.034
drama-AA7075,L-SSPA2,29.64,0.034
drama-AA7075,L-SSPA2,29.595,0.034
drama-AA7075,L-SSPA2,29.55,0.034
drama-AA7075,L-SSPA2,29.506,0.034
drama-AA7075,L-SSPA2,29.462,0.034
drama-AA7075,L-SSPA2,29.417,0.034
drama-AA7075,L-SSPA2,29.373,0.034
drama-AA7075,L-SSPA2,29.33,0.034
drama-AA7075,L-SSPA2,29.286,0.034
drama-AA7075,L-SSPA2,29.242,0.034
drama-AA7075,L-SSPA2,29.199,0.034
drama-AA7075,L-SSPA2,29.156,0.034
drama-AA7075,L-SSPA2,29.112,0.034
drama-AA7075,L-SSPA2,29.069,0.034
drama-AA7075,L-SSPA2,29.027,0.034
drama-AA7075,L-SSPA2,28.984,0.034
drama-AA7075,L-SSPA2,28.941,0.034
drama-AA7075,L-SSPA2,28.899,0.034
drama-AA7075,L-SSPA2,28.857,0.034
drama-AA7075,L-SSPA2,28.814,0.034
drama-AA7075,L-SSPA2,28.772,0.034
drama-AA7075,L-SSPA2,28.73,0.034
drama-AA7075,L-SSPA2,28.689,0.034
drama-AA7075,L-SSPA2,28.647,0.034
drama-AA7075,L-SSPA2,28.606,0.034
drama-AA7075,L-SSPA2,28.564,0.034
drama-AA7075,L-SSPA2,28.523,0.034
drama-AA7075,L-SSPA2,28.482,0.034
drama-AA7075,L-SSPA2,28.441,0.034
drama-AA7075,L-SSPA2,28.4,0.034
drama-AA7075,L-SSPA2,28.359,0.034
drama-AA7075,L-SSPA2,28.319,0.034
drama-AA7075,L-SSPA2,28.278,0.034
drama-AA7075,L-SSPA2,28.238,0.034
drama-AA7075,L-SSPA2,28.198,0.034
drama-AA7075,L-SSPA2,28.158,0.034
drama-AA7075,L-SSPA2,28.118,0.034
drama-AA7075,L-SSPA2,28.078,0.034
drama-AA7075,L-SSPA2,28.038,0.034
drama-AA7075,L-SSPA2,27.999,0.034
drama-AA7075,L-SSPA2,27.959,0.034
drama-AA7075,L-SSPA2,27.92,0.034
drama-AA7075,L-SSPA2,27.881,0.034
drama-AA7075,L-SSPA2,27.842,0.034
drama-AA7075,L-SSPA2,27.803,0.034
drama-AA7075,L-SSPA2,27.764,0.034
drama-AA7075,L-SSPA2,27.725,0.034
drama-AA7075,L-SSPA2,27.686,0.034
drama-AA7075,L-SSPA2,27.648,0.034
drama-AA7075,L-SSPA2,27.609,0.034
drama-AA7075,L-SSPA2,27.571,0.034
drama-AA7075,L-SSPA2,27.533,0.034
drama-AA7075,L-SSPA2,27.495,0.034
drama-AA7075,L-SSPA2,27.457,0.034
drama-AA7075,L-SSPA2,27.419,0.034
drama-AA7075,L-SSPA2,27.381,0.034
drama-AA7075,L-SSPA2,27.344,0.034
drama-AA7075,L-SSPA2,27.306,0.034
drama-AA7075,L-SSPA2,27.269,0.034
drama-AA7075,L-SSPA2,27.232,0.034
drama-AA7075,L-SSPA2,27.194,0.034
drama-AA7075,L-SSPA2,27.157,0.034
drama-AA7075,L-SSPA2,27.12,0.034
drama-AA7075,L-SSPA2,27.083,0.034
drama-AA7075,L-SSPA2,27.047,0.034
drama-AA7075,L-SSPA2,27.01,0.034
drama-AA7075,L-SSPA2,26.973,0.034
drama-AA7075,L-SSPA2,26.937,0.034
drama-AA7075,L-SSPA2,26.901,0.034
drama-AA7075,L-SSPA2,26.864,0.034
drama-AA7075,L-SSPA2,26.828,0.034
drama-AA7075,L-SSPA2,26.792,0.034
drama-AA7075,L-SSPA2,26.756,0.034
drama-AA7075,L-SSPA2,26.72,0.034
drama-AA7075,L-SSPA2,26.685,0.034
drama-AA7075,L-SSPA2,26.649,0.034
drama-AA7075,L-SSPA2,26.613,0.034
drama-AA7075,L-SSPA2,26.578,0.034
drama-AA7075,L-SSPA2,26.542,0.034
drama-AA7075,L-SSPA2,26.507,0.034
drama-AA7075,L-SSPA2,26.472,0.034
drama-AA7075,L-SSPA2,26.437,0.034
drama-AA7075,L-SSPA2,26.402,0.034
drama-AA7075,L-SSPA2,26.367,0.034
drama-AA7075,L-SSPA2,26.332,0.034
drama-AA7075,L-SSPA2,26.298,0.034
drama-AA7075,L-SSPA2,26.263,0.034
drama-AA7075,L-SSPA2,26.228,0.034
drama-AA7075,L-SSPA2,26.194,0.034
drama-AA7075,L-SSPA2,26.16,0.034
drama-AA7075,L-SSPA2,26.125,0.034
drama-AA7075,L-SSPA2,26.091,0.034
drama-AA7075,L-SSPA2,26.057,0.034
drama-AA7075,L-SSPA2,26.023,0.034
drama-AA7075,L-SSPA2,25.989,0.034
drama-AA7075,L-SSPA2,25.956,0.034
drama-AA7075,L-SSPA2,25.922,0.034
drama-AA7075,L-SSPA2,25.888,0.034
drama-AA7075,L-SSPA2,25.855,0.034
drama-AA7075,L-SSPA2,25.821,0.034
drama-AA7075,L-SSPA2,25.788,0.034
drama-AA7075,L-SSPA2,25.755,0.034
drama-AA7075,L-SSPA2,25.721,0.034
drama-AA7075,L-SSPA2,25.688,0.034
drama-AA7075,L-SSPA2,25.655,0.034
drama-AA7075,L-SSPA2,25.622,0.034
drama-AA7075,L-SSPA2,25.589,0.034
drama-AA7075,L-SSPA2,25.557,0.034
drama-AA7075,L-SSPA2,25.524,0.034
drama-AA7075,L-SSPA2,25.491,0.034
drama-AA7075,L-SSPA2,25.459,0.034
drama-AA7075,L-SSPA2,25.426,0.034
drama-AA7075,L-SSPA2,25.394,0.034
drama-AA7075,L-SSPA2,25.362,0.034
drama-AA7075,L-SSPA2,25.329,0.034
drama-AA7075,L-SSPA2,25.297,0.034
drama-AA7075,L-SSPA2,25.265,0.034
drama-AA7075,L-SSPA2,25.233,0.034
drama-AA7075,L-SSPA2,25.201,0.034
drama-AA7075,L-SSPA2,25.169,0.034
drama-AA7075,L-SSPA2,25.138,0.034
drama-AA7075,L-SSPA2,25.106,0.034
drama-AA7075,L-SSPA2,25.074,0.034
drama-AA7075,L-SSPA2,25.043,0.034
drama-AA7075,L-SSPA2,25.011,0.034
drama-AA7075,L-SSPA2,24.98,0.034
drama-AA7075,L-SSPA2,24.949,0.034
drama-AA7075,L-SSPA2,24.918,0.034
drama-AA7075,L-SSPA2,24.886,0.034
drama-AA7075,L-SSPA2,24.855,0.034
drama-AA7075,L-SSPA2,24.824,0.034
drama-AA7075,L-SSPA2,24.793,0.034
drama-AA7075,L-SSPA2,24.763,0.034
drama-AA7075,L-SSPA2,24.732,0.034
drama-AA7075,L-SSPA2,24.701,0.034
drama-AA7075,L-SSPA2,24.67,0.034
drama-AA7075,L-SSPA2,24.64,0.034
drama-AA7075,L-SSPA2,24.609,0.034
drama-AA7075,L-SSPA2,24.579,0.034
drama-AA7075,L-SSPA2,24.549,0.034
drama-AA7075,L-SSPA2,24.518,0.034
drama-AA7075,L-SSPA2,24.488,0.034
drama-AA7075,L-SSPA2,24.458,0.034
drama-AA7075,L-SSPA2,24.428,0.034
drama-AA7075,L-SSPA2,24.398,0.034
drama-AA7075,L-SSPA2,24.368,0.034
drama-AA7075,L-SSPA2,24.338,0.034
drama-AA7075,L-SSPA2,24.308,0.034
drama-AA7075,L-SSPA2,24.278,0.034
drama-AA7075,L-SSPA2,24.249,0.034
drama-AA7075,L-SSPA2,24.219,0.034
drama-AA7075,L-SSPA2,24.19,0.034
drama-AA7075,IASI-IMS,70.563,7.97
drama-AA7075,IASI-IMS,70.549,7.97
drama-AA7075,IASI-IMS,70.486,7.97
drama-AA7075,IASI-IMS,70.344,7.97
drama-AA7075,IASI-IMS,70.202,7.97
drama-AA7075,IASI-IMS,70.058,7.97
drama-AA7075,IASI-IMS,69.914,7.97
drama-AA7075,IASI-IMS,69.768,7.97
drama-AA7075,IASI-IMS,69.621,7.97
drama-AA7075,IASI-IMS,69.474,7.97
drama-AA7075,IASI-IMS,69.325,7.97
drama-AA7075,IASI-IMS,69.174,7.97
drama-AA7075,IASI-IMS,69.023,7.97
drama-AA7075,IASI-IMS,68.871,7.97
drama-AA7075,IASI-IMS,68.717,7.97
drama-AA7075,IASI-IMS,68.562,7.97
drama-AA7075,IASI-IMS,68.406,7.97
drama-AA7075,IASI-IMS,68.248,7.97
drama-AA7075,IASI-IMS,68.089,7.97
drama-AA7075,IASI-IMS,67.929,7.97
drama-AA7075,IASI-IMS,67.768,7.97
drama-AA7075,IASI-IMS,67.605,7.97
drama-AA7075,IASI-IMS,67.44,7.97
drama-AA7075,IASI-IMS,67.274,7.97
drama-AA7075,IASI-IMS,67.107,7.97
drama-AA7075,IASI-IMS,66.938,7.97
drama-AA7075,IASI-IMS,66.768,7.97
drama-AA7075,IASI-IMS,66.596,7.97
drama-AA7075,IASI-IMS,66.422,7.97
drama-AA7075,IASI-IMS,66.247,7.97
drama-AA7075,IASI-IMS,66.07,7.97
drama-AA7075,IASI-IMS,65.891,7.902
drama-AA7075,IASI-IMS,65.711,7.501
drama-AA7075,IASI-IMS,65.529,7.1
drama-AA7075,IASI-IMS,65.346,6.699
drama-AA7075,IASI-IMS,65.16,6.297
drama-AA7075,IASI-IMS,64.973,5.896
drama-AA7075,IASI-IMS,64.784,5.495
drama-AA7075,IASI-IMS,64.593,5.094
drama-AA7075,IASI-IMS,64.401,4.694
drama-AA7075,IASI-IMS,64.207,4.296
drama-AA7075,IASI-IMS,64.011,3.899
drama-AA7075,IASI-IMS,63.813,3.504
drama-AA7075,IASI-IMS,63.614,3.112
drama-AA7075,IASI-IMS,63.413,2.722
drama-AA7075,IASI-IMS,63.21,2.336
drama-AA7075,IASI-IMS,63.005,1.954
drama-AA7075,IASI-IMS,62.799,1.575
drama-AA7075,IASI-IMS,62.591,1.202
drama-AA7075,IASI-IMS,62.381,0.834
drama-AA7075,IASI-IMS,62.17,0.472
drama-AA7075,IASI-IMS,61.957,0.117
drama-AA7075,IASI-IMS,61.742,0.0
drama-AA7075,Battery4,87.844,9.74
drama-AA7075,Battery4,87.838,9.74
drama-AA7075,Battery4,87.81,9.74
drama-AA7075,Battery4,87.748,9.74
drama-AA7075,Battery4,87.686,9.74
drama-AA7075,Battery4,87.624,9.74
drama-AA7075,Battery4,87.561,9.74
drama-AA7075,Battery4,87.498,9.74
drama-AA7075,Battery4,87.435,9.74
drama-AA7075,Battery4,87.372,9.74
drama-AA7075,Battery4,87.309,9.74
drama-AA7075,Battery4,87.246,9.74
drama-AA7075,Battery4,87.182,9.74
drama-AA7075,Battery4,87.119,9.74
drama-AA7075,Battery4,87.055,9.74
drama-AA7075,Battery4,86.991,9.74
drama-AA7075,Battery4,86.927,9.74
drama-AA7075,Battery4,86.863,9.74
drama-AA7075,Battery4,86.798,9.74
drama-AA7075,Battery4,86.733,9.74
drama-AA7075,Battery4,86.669,9.74
drama-AA7075,Battery4,86.604,9.74
drama-AA7075,Battery4,86.539,9.74
drama-AA7075,Battery4,86.473,9.74
drama-AA7075,Battery4,86.408,9.74
drama-AA7075,Battery4,86.342,9.74
drama-AA7075,Battery4,86.276,9.74
drama-AA7075,Battery4,86.21,9.74
drama-AA7075,Battery4,86.144,9.74
drama-AA7075,Battery4,86.078,9.74
drama-AA7075,Battery4,86.011,9.74
drama-AA7075,Battery4,85.945,9.74
drama-AA7075,Battery4,85.878,9.74
drama-AA7075,Battery4,85.811,9.74
drama-AA7075,Battery4,85.744,9.74
drama-AA7075,Battery4,85.676,9.74
drama-AA7075,Battery4,85.609,9.74
drama-AA7075,Battery4,85.541,9.74
drama-AA7075,Battery4,85.473,9.74
drama-AA7075,Battery4,85.405,9.74
drama-AA7075,Battery4,85.336,9.74
drama-AA7075,Battery4,85.268,9.74
drama-AA7075,Battery4,85.199,9.74
drama-AA7075,Battery4,85.13,9.74
drama-AA7075,Battery4,85.061,9.74
drama-AA7075,Battery4,84.992,9.74
drama-AA7075,Battery4,84.923,9.74
drama-AA7075,Battery4,84.853,9.74
drama-AA7075,Battery4,84.783,9.74
drama-AA7075,Battery4,84.713,9.74
drama-AA7075,Battery4,84.643,9.74
drama-AA7075,Battery4,84.572,9.74
drama-AA7075,Battery4,84.502,9.74
drama-AA7075,Battery4,84.431,9.74
drama-AA7075,Battery4,84.36,9.74
drama-AA7075,Battery4,84.289,9.74
drama-AA7075,Battery4,84.217,9.74
drama-AA7075,Battery4,84.145,9.74
drama-AA7075,Battery4,84.074,9.74
drama-AA7075,Battery4,84.001,9.74
drama-AA7075,Battery4,83.929,9.74
drama-AA7075,Battery4,83.857,9.74
drama-AA7075,Battery4,83.784,9.74
drama-AA7075,Battery4,83.711,9.74
drama-AA7075,Battery4,83.638,9.74
drama-AA7075,Battery4,83.565,9.74
drama-AA7075,Battery4,83.491,9.74
drama-AA7075,Battery4,83.417,9.74
drama-AA7075,Battery4,83.343,9.74
drama-AA7075,Battery4,83.269,9.74
drama-AA7075,Battery4,83.194,9.74
drama-AA7075,Battery4,83.12,9.74
drama-AA7075,Battery4,83.045,9.74
drama-AA7075,Battery4,82.97,9.74
drama-AA7075,Battery4,82.894,9.74
drama-AA7075,Battery4,82.819,9.74
drama-AA7075,Battery4,82.743,9.74
drama-AA7075,Battery4,82.667,9.74
drama-AA7075,Battery4,82.59,9.74
drama-AA7075,Battery4,82.514,9.74
drama-AA7075,Battery4,82.437,9.74
drama-AA7075,Battery4,82.36,9.74
drama-AA7075,Battery4,82.283,9.74
drama-AA7075,Battery4,82.205,9.74
drama-AA7075,Battery4,82.127,9.717
drama-AA7075,Battery4,82.049,9.509
drama-AA7075,Battery4,81.971,9.301
drama-AA7075,Battery4,81.892,9.091
drama-AA7075,Battery4,81.814,8.88
drama-AA7075,Battery4,81.735,8.667
drama-AA7075,Battery4,81.655,8.454
drama-AA7075,Battery4,81.576,8.238
drama-AA7075,Battery4,81.496,8.022
drama-AA7075,Battery4,81.416,7.804
drama-AA7075,Battery4,81.335,7.584
drama-AA7075,Battery4,81.255,7.363
drama-AA7075,Battery4,81.174,7.141
drama-AA7075,Battery4,81.092,6.918
drama-AA7075,Battery4,81.011,6.692
drama-AA7075,Battery4,80.929,6.466
drama-AA7075,Battery4,80.847,6.238
drama-AA7075,Battery4,80.765,6.008
drama-AA7075,Battery4,80.682,5.777
drama-AA7075,Battery4,80.599,5.545
drama-AA7075,Battery4,80.516,5.311
