Time [s]	Altitude [km]	Latitude [deg]	Longitude [deg]	Velocity [m/s]	Temperature [K]	Mass [kg]	Convective Heat [W/m²]	Integrated Heat [J/m²]	Object	Material
3804.49	5.67	-9.371	-70.406	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3805.49	5.656	-9.371	-70.406	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3806.49	5.643	-9.371	-70.406	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3807.49	5.629	-9.371	-70.406	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3808.49	5.615	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3809.49	5.602	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3810.49	5.588	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3811.49	5.575	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3812.49	5.561	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3813.49	5.547	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3814.49	5.534	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3815.49	5.52	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3816.49	5.507	-9.371	-70.407	0.015	236.669	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3817.49	5.493	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3818.49	5.48	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3819.49	5.466	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3820.49	5.453	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3821.49	5.439	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3822.49	5.426	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3823.49	5.413	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3824.49	5.399	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3825.49	5.386	-9.371	-70.407	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3826.49	5.372	-9.371	-70.408	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3827.49	5.359	-9.371	-70.408	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3828.49	5.346	-9.371	-70.408	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3829.49	5.332	-9.371	-70.408	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3830.49	5.319	-9.371	-70.408	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3831.49	5.306	-9.371	-70.408	0.015	236.67	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3832.49	5.292	-9.371	-70.408	0.015	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3833.49	5.279	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3834.49	5.266	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3835.49	5.252	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3836.49	5.239	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3837.49	5.226	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3838.49	5.213	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3839.49	5.2	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3840.49	5.186	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3841.49	5.173	-9.371	-70.408	0.014	236.671	0.313	0.194	0.016	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3842.49	5.16	-9.371	-70.408	0.014	236.671	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3843.49	5.147	-9.371	-70.408	0.014	236.671	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3844.49	5.134	-9.371	-70.408	0.014	236.671	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3845.49	5.121	-9.371	-70.408	0.014	236.671	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3846.49	5.107	-9.371	-70.409	0.014	236.671	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3847.49	5.094	-9.371	-70.409	0.014	236.671	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3848.49	5.081	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3849.49	5.068	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3850.49	5.055	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3851.49	5.042	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3852.49	5.029	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3853.49	5.016	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3854.49	5.003	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3855.49	4.99	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3856.49	4.977	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3857.49	4.964	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3858.49	4.951	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3859.49	4.938	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3860.49	4.925	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3861.49	4.912	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3862.49	4.899	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3863.49	4.886	-9.371	-70.409	0.014	236.672	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3864.49	4.873	-9.371	-70.409	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3865.49	4.86	-9.371	-70.409	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3866.49	4.848	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3867.49	4.835	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3868.49	4.822	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3869.49	4.809	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3870.49	4.796	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3871.49	4.783	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3872.49	4.771	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3873.49	4.758	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3874.49	4.745	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3875.49	4.732	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3876.49	4.719	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3877.49	4.707	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3878.49	4.694	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3879.49	4.681	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3880.49	4.669	-9.371	-70.41	0.014	236.673	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3881.49	4.656	-9.371	-70.41	0.014	236.674	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3882.49	4.643	-9.371	-70.41	0.014	236.674	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3883.49	4.631	-9.371	-70.41	0.014	236.674	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3884.49	4.618	-9.371	-70.41	0.014	236.674	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3885.49	4.605	-9.371	-70.41	0.014	236.674	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3886.49	4.593	-9.371	-70.41	0.014	236.674	0.313	0.194	0.015	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3887.49	4.58	-9.371	-70.41	0.014	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3888.49	4.567	-9.371	-70.411	0.014	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3889.49	4.555	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3890.49	4.542	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3891.49	4.53	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3892.49	4.517	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3893.49	4.504	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3894.49	4.492	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3895.49	4.479	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3896.49	4.467	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3897.49	4.454	-9.371	-70.411	0.013	236.674	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3898.49	4.442	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3899.49	4.429	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3900.49	4.417	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3901.49	4.404	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3902.49	4.392	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3903.49	4.38	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3904.49	4.367	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3905.49	4.355	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3906.49	4.342	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3907.49	4.33	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3908.49	4.318	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3909.49	4.305	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3910.49	4.293	-9.371	-70.411	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3911.49	4.28	-9.371	-70.412	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3912.49	4.268	-9.371	-70.412	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3913.49	4.256	-9.371	-70.412	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3914.49	4.243	-9.371	-70.412	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3915.49	4.231	-9.371	-70.412	0.013	236.675	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3916.49	4.219	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3917.49	4.207	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3918.49	4.194	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3919.49	4.182	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3920.49	4.17	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3921.49	4.158	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3922.49	4.145	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3923.49	4.133	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3924.49	4.121	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3925.49	4.109	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3926.49	4.097	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3927.49	4.084	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3928.49	4.072	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3929.49	4.06	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3930.49	4.048	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3931.49	4.036	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3932.49	4.024	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3933.49	4.011	-9.371	-70.412	0.013	236.676	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3934.49	3.999	-9.371	-70.412	0.013	236.677	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3935.49	3.987	-9.371	-70.412	0.013	236.677	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3936.49	3.975	-9.371	-70.412	0.013	236.677	0.313	0.194	0.014	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3937.49	3.963	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3938.49	3.951	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3939.49	3.939	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3940.49	3.927	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3941.49	3.915	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3942.49	3.903	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3943.49	3.891	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3944.49	3.879	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3945.49	3.867	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3946.49	3.855	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3947.49	3.843	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3948.49	3.831	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3949.49	3.819	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3950.49	3.807	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3951.49	3.795	-9.371	-70.413	0.013	236.677	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3952.49	3.783	-9.371	-70.413	0.013	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3953.49	3.771	-9.371	-70.413	0.013	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3954.49	3.76	-9.371	-70.413	0.013	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3955.49	3.748	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3956.49	3.736	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3957.49	3.724	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3958.49	3.712	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3959.49	3.7	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3960.49	3.688	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3961.49	3.677	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3962.49	3.665	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3963.49	3.653	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3964.49	3.641	-9.371	-70.413	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3965.49	3.629	-9.371	-70.414	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3966.49	3.618	-9.371	-70.414	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3967.49	3.606	-9.371	-70.414	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3968.49	3.594	-9.371	-70.414	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3969.49	3.582	-9.371	-70.414	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3970.49	3.571	-9.371	-70.414	0.012	236.678	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3971.49	3.559	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3972.49	3.547	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3973.49	3.535	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3974.49	3.524	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3975.49	3.512	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3976.49	3.5	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3977.49	3.489	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3978.49	3.477	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3979.49	3.465	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3980.49	3.454	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3981.49	3.442	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3982.49	3.431	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3983.49	3.419	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3984.49	3.407	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3985.49	3.396	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3986.49	3.384	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3987.49	3.373	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3988.49	3.361	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3989.49	3.35	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3990.49	3.338	-9.371	-70.414	0.012	236.679	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3991.49	3.327	-9.371	-70.414	0.012	236.68	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3992.49	3.315	-9.371	-70.414	0.012	236.68	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3993.49	3.303	-9.371	-70.414	0.012	236.68	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3994.49	3.292	-9.371	-70.414	0.012	236.68	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3995.49	3.28	-9.371	-70.414	0.012	236.68	0.313	0.194	0.013	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
3996.49	3.269	-9.371	-70.415	0.012	236.68	0.313	0.194	0.012	b518d4fd-73f0-47f8-86c4-86e6cd94d59a	unknown
